Date,Adj Close,Close,High,Low,Open,Volume
2012-01-03 00:00:00+00:00,12.402626037597656,14.686785697937012,14.73214340209961,14.60714340209961,14.621429443359375,302220800
2012-01-04 00:00:00+00:00,12.469277381896973,14.765713691711426,14.8100004196167,14.617142677307129,14.64285659790039,260022000
2012-01-05 00:00:00+00:00,12.607719421386719,14.929642677307129,14.948213577270508,14.738213539123535,14.819643020629883,271269600
2012-01-06 00:00:00+00:00,12.73951244354248,15.085714340209961,15.098214149475098,14.972143173217773,14.991786003112793,318292800
2012-01-09 00:00:00+00:00,12.719307899475098,15.061785697937012,15.276785850524902,15.048213958740234,15.196429252624512,394024400
2012-01-10 00:00:00+00:00,12.76484489440918,15.115714073181152,15.214285850524902,15.053570747375488,15.211071014404297,258196400
2012-01-11 00:00:00+00:00,12.744033813476562,15.091071128845215,15.101785659790039,14.975357055664062,15.09571361541748,215084800
2012-01-12 00:00:00+00:00,12.709050178527832,15.049642562866211,15.103570938110352,14.95535659790039,15.081428527832031,212587200
2012-01-13 00:00:00+00:00,12.661397933959961,14.993213653564453,15.016071319580078,14.952142715454102,14.989286422729492,226021600
2012-01-17 00:00:00+00:00,12.808883666992188,15.16785717010498,15.213929176330566,15.105713844299316,15.149999618530273,242897200
2012-01-18 00:00:00+00:00,12.941883087158203,15.325357437133789,15.338213920593262,15.225000381469727,15.248571395874023,276791200
2012-01-19 00:00:00+00:00,12.900866508483887,15.276785850524902,15.406070709228516,15.232500076293945,15.362500190734863,261738400
2012-01-20 00:00:00+00:00,12.676175117492676,15.010713577270508,15.26785659790039,14.991070747375488,15.267499923706055,413974400
2012-01-23 00:00:00+00:00,12.890609741210938,15.264642715454102,15.301786422729492,15.08214282989502,15.095356941223145,306062400
2012-01-24 00:00:00+00:00,12.679492950439453,15.014642715454102,15.182143211364746,14.983928680419922,15.182143211364746,547638000
2012-01-25 00:00:00+00:00,13.471190452575684,15.952142715454102,16.230356216430664,15.84749984741211,16.229999542236328,958314000
2012-01-26 00:00:00+00:00,13.409964561462402,15.879643440246582,16.028213500976562,15.82642936706543,16.01285743713379,323985200
2012-01-27 00:00:00+00:00,13.489888191223145,15.974286079406738,16.01714324951172,15.848929405212402,15.869285583496094,299709200
2012-01-30 00:00:00+00:00,13.662705421447754,16.17892837524414,16.21071434020996,15.90678596496582,15.918213844299316,379341200
2012-01-31 00:00:00+00:00,13.767359733581543,16.3028564453125,16.365713119506836,16.18107032775879,16.27107048034668,391683600
2012-02-01 00:00:00+00:00,13.758612632751465,16.292499542236328,16.392499923706055,16.269643783569336,16.37178611755371,270046000
2012-02-02 00:00:00+00:00,13.726341247558594,16.25428581237793,16.327499389648438,16.213571548461914,16.282142639160156,186796400
2012-02-03 00:00:00+00:00,13.863870620727539,16.417142868041992,16.428571701049805,16.270000457763672,16.332143783569336,286599600
2012-02-06 00:00:00+00:00,13.993255615234375,16.570356369018555,16.606428146362305,16.364286422729492,16.37071418762207,249412800
2012-02-07 00:00:00+00:00,14.139829635620117,16.743928909301758,16.77678680419922,16.59214210510254,16.616071701049805,316223600
2012-02-08 00:00:00+00:00,14.3765869140625,17.0242862701416,17.028213500976562,16.774999618530273,16.803571701049805,407890000
2012-02-09 00:00:00+00:00,14.873923301696777,17.61321449279785,17.741071701049805,17.162857055664062,17.170000076293945,884214800
2012-02-10 00:00:00+00:00,14.881462097167969,17.622142791748047,17.77214241027832,17.448213577270508,17.534286499023438,631302000
2012-02-13 00:00:00+00:00,15.15832805633545,17.950000762939453,17.993928909301758,17.75321388244629,17.840356826782227,517216000
2012-02-14 00:00:00+00:00,15.365232467651367,18.19499969482422,18.198570251464844,17.928571701049805,18.023571014404297,460398400
2012-02-15 00:00:00+00:00,15.009644508361816,17.773929595947266,18.796070098876953,17.746070861816406,18.36642837524414,1506120000
2012-02-16 00:00:00+00:00,15.146574020385742,17.936071395874023,18.03178596496582,17.379642486572266,17.553571701049805,944552000
2012-02-17 00:00:00+00:00,15.143854141235352,17.932857513427734,18.1346435546875,17.867856979370117,17.96821403503418,535805200
2012-02-21 00:00:00+00:00,15.52779769897461,18.387500762939453,18.387500762939453,18.00428581237793,18.10285758972168,605595200
2012-02-22 00:00:00+00:00,15.473198890686035,18.322856903076172,18.410356521606445,18.18107032775879,18.32428550720215,483302400
2012-02-23 00:00:00+00:00,15.574230194091797,18.4424991607666,18.493928909301758,18.196428298950195,18.395713806152344,568027600
2012-02-24 00:00:00+00:00,15.75579833984375,18.657499313354492,18.674999237060547,18.522857666015625,18.559642791748047,415072000
2012-02-27 00:00:00+00:00,15.856830596923828,18.777143478393555,18.875,18.43857192993164,18.618213653564453,547582000
2012-02-28 00:00:00+00:00,16.14787483215332,19.12178611755371,19.12178611755371,18.780357360839844,18.855714797973633,600387200
2012-02-29 00:00:00+00:00,16.35990333557129,19.37285614013672,19.5575008392334,19.132143020629883,19.341428756713867,952011200
2012-03-01 00:00:00+00:00,16.42112159729004,19.445356369018555,19.578929901123047,19.241785049438477,19.577499389648438,683270000
2012-03-02 00:00:00+00:00,16.44253921508789,19.470714569091797,19.5285701751709,19.375713348388672,19.437143325805664,431712400
2012-03-05 00:00:00+00:00,16.08001708984375,19.04142951965332,19.5528564453125,18.78571319580078,19.479286193847656,809124400
2012-03-06 00:00:00+00:00,15.992547035217285,18.937856674194336,19.06035614013672,18.43642807006836,18.7021427154541,810238800
2012-03-07 00:00:00+00:00,16.005525588989258,18.953214645385742,19.20642852783203,18.689285278320312,19.171428680419922,798520800
2012-03-08 00:00:00+00:00,16.346328735351562,19.356786727905273,19.392499923706055,19.00428581237793,19.096071243286133,516457200
2012-03-09 00:00:00+00:00,16.442237854003906,19.47035789489746,19.562143325805664,19.396785736083984,19.436071395874023,418919200
2012-03-12 00:00:00+00:00,16.64823341369629,19.71428680419922,19.71428680419922,19.53571319580078,19.606428146362305,407282400
2012-03-13 00:00:00+00:00,17.133806228637695,20.28928565979004,20.292142868041992,19.84821319580078,19.91214370727539,690855200
2012-03-14 00:00:00+00:00,17.781639099121094,21.056428909301758,21.239999771118164,20.549999237060547,20.644643783569336,1418844000
